total_cumulative_return,profit_factor,max_drawdown,last_year_drawdown,sharpe_ratio,volatility,num_trades,data_points,reference_coin,trading_coin,trading_type
2.176711,1.346306,-0.163112,-0.120408,1.066189,0.364764,227,17520,LRC,IOST,shorts
4.951403,1.424148,-0.375699,-0.134572,1.222362,0.654336,264,17520,LRC,KNC,shorts
8.605487,1.335234,-0.475677,-0.170226,1.490751,0.721918,521,17520,LRC,KSM,both
5.327143,1.548246,-0.313446,-0.131487,1.687298,0.495708,262,17520,LRC,KSM,shorts
7.630587,1.350956,-0.458751,-0.142630,1.501332,0.676787,505,17520,LRC,LINK,both
2.786051,1.336941,-0.409237,-0.082604,1.038416,0.493360,265,17520,LRC,LINK,longs
2.738854,1.366458,-0.268253,-0.139953,1.085096,0.464263,240,17520,LRC,LINK,shorts
2.407222,1.342125,-0.249835,-0.220052,1.155760,0.380041,251,17520,LRC,LTC,shorts
15.968085,1.434531,-0.362242,-0.093348,2.010082,0.689174,586,17520,LRC,MKR,both
5.395902,1.525605,-0.266876,-0.073276,1.615081,0.521844,284,17520,LRC,MKR,longs
2.959298,1.342364,-0.265313,-0.073980,1.203843,0.450620,302,17520,LRC,MKR,shorts
6.060124,1.652899,-0.370986,-0.246507,1.786582,0.504239,231,17520,LRC,NEAR,shorts
35.953026,1.528084,-0.370280,-0.175850,2.196997,0.815252,493,17520,LRC,RUNE,both
8.908956,1.629885,-0.396819,-0.131401,1.775035,0.616060,251,17520,LRC,RUNE,longs
4.035605,1.421336,-0.302791,-0.197035,1.304589,0.534711,242,17520,LRC,RUNE,shorts
3.457031,1.358729,-0.396015,-0.355207,1.126957,0.550336,258,17520,LRC,STORJ,shorts
3.469811,1.420343,-0.314536,-0.314536,1.328706,0.468162,239,17520,LRC,ZEN,shorts
5.929007,1.258514,-0.431484,-0.309537,1.122102,0.793090,496,17520,LRC,ZRX,both
1.303534,1.367290,-0.052974,-0.035422,1.368665,0.096839,397,17520,LSK,PAXG,longs
5.628659,1.377903,-0.452911,-0.201385,1.285016,0.672315,305,17520,LSK,RUNE,longs
2.672600,1.340968,-0.242971,-0.101499,1.082882,0.453905,259,17520,LTC,ALGO,shorts
3.541259,1.340016,-0.414880,-0.217938,1.186060,0.533060,285,17520,LTC,CELO,shorts
3.113857,1.374445,-0.378704,-0.151975,1.253903,0.452931,278,17520,LTC,EGLD,shorts
6.331529,1.481332,-0.465349,-0.194824,1.360934,0.678042,264,17520,LTC,FLM,shorts
5.334317,1.471193,-0.429675,-0.279375,1.513592,0.553042,261,17520,LTC,NEAR,shorts
59.171190,1.547105,-0.404772,-0.255164,2.376886,0.858357,545,17520,LTC,RUNE,both
4.602388,1.373990,-0.470024,-0.250896,1.162378,0.656660,264,17520,LTC,RUNE,longs
12.856628,1.756390,-0.310222,-0.148038,2.307615,0.553355,281,17520,LTC,RUNE,shorts
2.601676,1.313156,-0.388970,-0.147493,1.000797,0.477697,264,17520,LTC,THETA,shorts
2.456635,1.359937,-0.275339,-0.210052,1.002264,0.448381,206,17520,MANA,AVAX,shorts
2.489743,1.459473,-0.211285,-0.109701,1.267350,0.359877,214,17520,MANA,DOT,shorts
3.556474,1.367592,-0.318636,-0.156877,1.138890,0.557020,235,17520,MANA,IOTX,shorts
3.908063,1.373053,-0.412162,-0.198323,1.035358,0.658247,251,17520,MANA,KNC,shorts
8.616667,1.309533,-0.410557,-0.129272,1.499961,0.717918,581,17520,MANA,MKR,both
4.052012,1.351816,-0.448899,-0.124031,1.224232,0.571466,300,17520,MANA,MKR,longs
1.378403,1.222522,-0.146201,-0.026445,1.247334,0.128645,770,17520,MANA,PAXG,both
4.815686,1.498178,-0.399596,-0.223494,1.470863,0.534339,231,17520,MANA,RUNE,shorts
2.190183,1.295440,-0.428735,-0.121974,1.000218,0.391907,236,17520,MANA,SXP,shorts
6.939692,1.448517,-0.349315,-0.288248,1.459711,0.663576,328,17520,MBL,FLM,shorts
11.367181,1.248103,-0.496291,-0.211378,1.312729,0.925831,661,17520,MBL,RUNE,both
5.202819,1.316505,-0.473305,-0.207042,1.107138,0.744803,322,17520,MBL,RUNE,longs
3.375327,1.365209,-0.272246,-0.272246,1.452201,0.418844,331,17520,MDT,ALGO,shorts
3.087732,1.300382,-0.278391,-0.194455,1.192703,0.472640,318,17520,MDT,ANKR,shorts
9.343494,1.272259,-0.343950,-0.341547,1.371692,0.814570,645,17520,MDT,AVAX,both
4.058616,1.385736,-0.389346,-0.316384,1.301256,0.538266,331,17520,MDT,AVAX,shorts
3.094645,1.282023,-0.362096,-0.329819,1.059752,0.532990,320,17520,MDT,AXS,shorts
2.895115,1.224357,-0.386704,-0.157053,1.148812,0.462663,652,17520,MDT,BNB,both
2.221289,1.393473,-0.182781,-0.135506,1.303398,0.306157,335,17520,MDT,BNB,shorts
3.370135,1.360743,-0.284435,-0.284435,1.078456,0.563283,335,17520,MDT,BNT,shorts
4.016999,1.375207,-0.343609,-0.282434,1.277107,0.544408,322,17520,MDT,CHR,shorts
9.355538,1.231804,-0.417576,-0.417576,1.265307,0.883568,662,17520,MDT,CRV,both
5.825360,1.399387,-0.270078,-0.248192,1.439085,0.612271,333,17520,MDT,CRV,shorts
2.577350,1.326807,-0.222801,-0.222801,1.265746,0.373994,336,17520,MDT,DOT,shorts
2.786739,1.292407,-0.246546,-0.221369,1.114734,0.459694,364,17520,MDT,EGLD,shorts
3.913570,1.360796,-0.274806,-0.274806,1.335300,0.510915,340,17520,MDT,ENJ,shorts
5.425606,1.465989,-0.287011,-0.159888,1.553189,0.544406,332,17520,MDT,FIL,shorts
7.546831,1.469431,-0.412330,-0.186954,1.492729,0.676991,328,17520,MDT,FLM,shorts
4.253233,1.388743,-0.417961,-0.417961,1.174341,0.616379,361,17520,MDT,HARD,shorts
4.179122,1.366046,-0.280054,-0.111547,1.288844,0.554800,354,17520,MDT,ICX,shorts
3.949718,1.193496,-0.382590,-0.175636,1.038004,0.661675,683,17520,MDT,IOTA,both
3.792750,1.422234,-0.191308,-0.114876,1.483917,0.449180,335,17520,MDT,IOTA,shorts
15.647605,1.339714,-0.416516,-0.232126,1.648896,0.833988,653,17520,MDT,IOTX,both
5.247167,1.433858,-0.267173,-0.267173,1.509264,0.549171,332,17520,MDT,IOTX,shorts
3.525253,1.355515,-0.284801,-0.226113,1.369231,0.460095,352,17520,MDT,KSM,shorts
2.683285,1.285746,-0.379642,-0.379642,1.112855,0.443473,349,17520,MDT,LINK,shorts
5.419230,1.497779,-0.213454,-0.205021,1.666727,0.506968,335,17520,MDT,MANA,shorts
6.388125,1.242941,-0.423762,-0.241824,1.345837,0.688955,691,17520,MDT,MKR,both
9.872783,1.247334,-0.478225,-0.382055,1.284570,0.891264,663,17520,MDT,NEAR,both
7.270599,1.531599,-0.353067,-0.353067,1.716906,0.577737,340,17520,MDT,NEAR,shorts
2.874510,1.301560,-0.317880,-0.122337,1.089148,0.484729,329,17520,MDT,NEO,shorts
5.043108,1.353271,-0.360363,-0.270698,1.179886,0.685669,341,17520,MDT,OGN,shorts
7.513206,1.493632,-0.335061,-0.335061,1.621344,0.621911,325,17520,MDT,ONE,shorts
4.253753,1.412358,-0.285552,-0.285552,1.421720,0.509172,332,17520,MDT,ONT,shorts
4.074986,1.338378,-0.336941,-0.336941,1.061546,0.661708,323,17520,MDT,ROSE,shorts
9.914428,1.234458,-0.360903,-0.346534,1.289798,0.889283,685,17520,MDT,RSR,both
7.910658,1.475757,-0.263042,-0.230605,1.658077,0.623678,343,17520,MDT,RSR,shorts
37.606411,1.389057,-0.471765,-0.330592,1.967462,0.921790,660,17520,MDT,RUNE,both
5.808055,1.421135,-0.316342,-0.280199,1.603391,0.548602,344,17520,MDT,RUNE,shorts
5.319912,1.414291,-0.340464,-0.340464,1.393634,0.599676,321,17520,MDT,SAND,shorts
3.874261,1.406193,-0.376434,-0.263024,1.424696,0.475314,347,17520,MDT,SC,shorts
3.998334,1.301755,-0.366427,-0.222032,1.094901,0.632878,359,17520,MDT,SKL,shorts
4.467002,1.358707,-0.424259,-0.361749,1.180612,0.633874,343,17520,MDT,SOL,shorts
4.190899,1.313178,-0.366777,-0.221568,1.247645,0.574248,358,17520,MDT,STORJ,shorts
4.394422,1.364178,-0.315164,-0.268120,1.405092,0.526776,326,17520,MDT,STX,shorts
2.658565,1.253419,-0.438272,-0.176056,1.009665,0.484213,334,17520,MDT,SXP,shorts
4.702391,1.376010,-0.410194,-0.212991,1.349650,0.573509,341,17520,MDT,ZRX,shorts
2.309915,1.282776,-0.287925,-0.147867,1.000772,0.418282,297,17520,MTL,ADA,shorts
4.688681,1.476121,-0.236292,-0.236292,1.551857,0.497839,281,17520,MTL,FIL,shorts
10.902537,1.331635,-0.287617,-0.180224,1.700608,0.702394,650,17520,MTL,MKR,both
4.926113,1.468454,-0.259665,-0.163687,1.568572,0.508281,308,17520,MTL,MKR,longs
4.524206,1.233802,-0.461304,-0.248714,1.085943,0.694992,482,17520,NEAR,AVAX,both
14.820275,1.891345,-0.291282,-0.200785,2.149685,0.627068,258,17520,NEAR,FLM,shorts
4.844635,1.209192,-0.397090,-0.182692,1.135919,0.694535,612,17520,NEAR,MKR,both
3.111860,1.385400,-0.307407,-0.131820,1.290113,0.439969,261,17520,NEAR,NEO,shorts
3.055961,1.336492,-0.369598,-0.226960,1.145093,0.487774,261,17520,NEAR,ZEN,shorts
2.848544,1.382432,-0.288557,-0.288557,1.297283,0.403462,253,17520,NEO,ALGO,shorts
6.946175,1.287287,-0.363965,-0.317099,1.320298,0.733998,496,17520,NEO,AVAX,both
3.102041,1.342386,-0.297735,-0.297735,1.117963,0.506305,250,17520,NEO,AVAX,shorts
2.710119,1.409766,-0.305824,-0.305824,1.211843,0.411354,246,17520,NEO,LTC,shorts
3.459993,1.450217,-0.393694,-0.303682,1.399799,0.443373,222,17520,NEO,MANA,shorts
10.571438,1.341537,-0.368712,-0.240266,1.678983,0.702257,592,17520,NEO,MKR,both
4.573928,1.429190,-0.251837,-0.151146,1.387876,0.547734,286,17520,NEO,MKR,longs
19.136700,1.371875,-0.456374,-0.265272,1.739820,0.848251,535,17520,NEO,RUNE,both
5.905993,1.438868,-0.292934,-0.199970,1.392872,0.637520,266,17520,NEO,RUNE,longs
3.240217,1.302191,-0.448816,-0.348469,1.048855,0.560440,269,17520,NEO,RUNE,shorts
2.450941,1.297682,-0.280583,-0.156613,1.029008,0.435600,245,17520,NEO,THETA,shorts
3.892486,1.233118,-0.383771,-0.204989,1.097623,0.619087,558,17520,NKN,ADA,both
4.070440,1.474118,-0.203340,-0.146018,1.577275,0.444992,293,17520,NKN,ALGO,shorts
5.834212,1.249042,-0.338244,-0.239482,1.264800,0.697240,580,17520,NKN,AVAX,both
2.495433,1.273917,-0.273086,-0.132595,1.039430,0.439886,304,17520,NKN,AVAX,shorts
7.270636,1.550927,-0.211495,-0.098132,1.777703,0.557979,303,17520,NKN,CRV,shorts
2.653425,1.328435,-0.293156,-0.128222,1.106977,0.440773,269,17520,NKN,ENJ,shorts
3.523976,1.364047,-0.350662,-0.097712,1.298690,0.484946,279,17520,NKN,GRT,shorts
3.774402,1.418314,-0.259096,-0.163161,1.288311,0.515497,265,17520,NKN,IOTX,shorts
3.634115,1.316728,-0.417469,-0.163456,1.097293,0.587977,307,17520,NKN,KNC,shorts
2.708246,1.289070,-0.246261,-0.197089,1.086091,0.458664,309,17520,NKN,KSM,shorts
3.871637,1.469870,-0.241608,-0.210395,1.595364,0.424253,295,17520,NKN,LINK,shorts
2.841583,1.338827,-0.292877,-0.131274,1.116806,0.467566,276,17520,NKN,MANA,shorts
10.965531,1.342686,-0.355164,-0.156858,1.786073,0.670397,649,17520,NKN,MKR,both
5.399518,1.482282,-0.251203,-0.099183,1.605088,0.525301,312,17520,NKN,MKR,longs
6.095700,1.227808,-0.407270,-0.307718,1.182012,0.764622,554,17520,NKN,NEAR,both
4.097035,1.398056,-0.245371,-0.201280,1.481957,0.475811,289,17520,NKN,NEAR,shorts
4.293880,1.226543,-0.498260,-0.147723,1.116254,0.652715,539,17520,NKN,NEO,both
3.160261,1.400310,-0.317238,-0.095018,1.350130,0.426127,286,17520,NKN,NEO,shorts
2.516967,1.345558,-0.226380,-0.134757,1.165730,0.395912,274,17520,NKN,ONT,shorts
7.261519,1.264353,-0.468424,-0.173290,1.190848,0.832427,532,17520,NKN,ROSE,both
3.075762,1.312736,-0.394609,-0.132831,1.069218,0.525409,279,17520,NKN,ROSE,shorts
8.735641,1.262833,-0.460083,-0.200967,1.253627,0.864456,565,17520,NKN,RSR,both
50.346926,1.499429,-0.380156,-0.273244,2.270960,0.862837,590,17520,NKN,RUNE,both
8.073196,1.502470,-0.421321,-0.183223,1.547463,0.674830,286,17520,NKN,RUNE,longs
6.236307,1.496004,-0.252512,-0.225811,1.698721,0.538755,304,17520,NKN,RUNE,shorts
4.330958,1.512484,-0.214655,-0.197230,1.604806,0.456687,270,17520,NKN,SAND,shorts
3.527584,1.392241,-0.415365,-0.109154,1.225715,0.514236,290,17520,NKN,SXP,shorts
2.482037,1.352087,-0.258147,-0.161211,1.201748,0.378232,280,17520,NKN,XTZ,shorts
3.450634,1.407999,-0.362863,-0.102914,1.117170,0.554328,306,17520,NKN,YFI,shorts
2.852536,1.359322,-0.307335,-0.193595,1.225409,0.427697,264,17520,NKN,ZEN,shorts
2.549478,1.270679,-0.270720,-0.212229,1.019012,0.459214,342,17520,NMR,FIL,shorts
3.757030,1.327980,-0.298142,-0.154079,1.126492,0.587500,335,17520,NMR,FLM,shorts
3.197947,1.289264,-0.283229,-0.276950,1.126055,0.516187,359,17520,NMR,KSM,shorts
2.500866,1.276201,-0.359768,-0.223458,1.145823,0.399991,336,17520,NMR,LINK,shorts
3.058382,1.280985,-0.368024,-0.168310,1.027597,0.543932,335,17520,NMR,MKR,longs
5.249118,1.447605,-0.288287,-0.271449,1.539557,0.538486,322,17520,NMR,ONE,shorts
17.464686,1.300466,-0.399809,-0.399809,1.523230,0.938854,672,17520,NMR,RUNE,both
5.447662,1.314518,-0.456079,-0.337242,1.114666,0.760401,345,17520,NMR,RUNE,longs
3.205905,1.282126,-0.424287,-0.219185,1.055812,0.551705,327,17520,NMR,RUNE,shorts
8.239181,1.275166,-0.491751,-0.285052,1.189301,0.886614,659,17520,NMR,SXP,both
4.418628,1.356572,-0.416356,-0.285368,1.208342,0.614822,344,17520,NULS,FLM,shorts
2.898192,1.309929,-0.300472,-0.210741,1.031326,0.515883,356,17520,NULS,HIVE,shorts
3.576399,1.288235,-0.490860,-0.161980,1.148865,0.554615,347,17520,NULS,RSR,shorts
3.448823,1.290206,-0.385222,-0.235666,1.056233,0.586060,350,17520,NULS,STORJ,shorts
3.272913,1.266264,-0.337573,-0.301261,1.034610,0.573008,364,17520,OG,MKR,longs
23.641342,1.321872,-0.381220,-0.242964,1.636885,0.966163,720,17520,OG,RUNE,both
2.474185,1.290868,-0.303118,-0.303118,1.094236,0.413947,284,17520,OGN,ALGO,shorts
3.953706,1.407670,-0.325902,-0.308237,1.157919,0.593588,270,17520,OGN,CELO,shorts
2.821264,1.319742,-0.315615,-0.315615,1.067767,0.485679,262,17520,OGN,IOTX,shorts
